,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,Date
808,10,Iowa St.,B12,1,1–0 0–0,105.1 14,89.8 12,.8605 10,66.7 1,44.9 18,17.1 17,20.3 25,18.2 45,16.1 4,29.4 22,26.5 23,67.9 1,50.0 29,43.5 9,27.6 23,45.1 11,59.2 52,61.3 52,+0.04 18,2021-12-19
809,11,Arizona St.,P12,1,0–1 0–0,98.1 27,85.2 8,.8356 11,42.3 40,54.7 39,18.0 19,29.0 2,35.4 17,23.7 14,15.5 43,30.2 34,44.7 33,47.8 25,25.0 35,40.0 39,33.8 35,56.6 50,70.5 15,-0.6 34,2021-12-19
810,12,Kansas St.,B12,1,1–0 0–0,86.2 45,75.1 1,.8301 12,44.1 37,37.1 3,24.8 44,22.2 18,27.0 37,20.9 10,30.5 18,37.9 40,51.5 19,46.7 22,23.1 42,17.9 4,44.1 13,48.3 45,71.9 10,+0.40 2,2021-12-19
811,19,Stanford,P12,1,0–1 0–0,88.5 41,83.9 7,.6498 19,45.8 33,46.4 22,33.4 52,19.7 27,33.3 20,28.1 20,27.1 28,21.4 16,50.0 20,50.0 29,25.0 35,25.0 12,33.3 36,28.6 9,69.7 17,-0.31 28,2021-12-19
812,22,Nebraska,B10,1,0–1 0–0,82.1 50,79.7 4,.5863 22,37.1 50,44.1 16,22.2 35,24.8 9,20.9 43,27.0 16,37.9 13,30.5 35,46.7 31,51.5 34,17.9 49,23.1 11,48.3 8,44.1 40,77.3 2,-0.7 38,2021-12-19
813,24,California,P12,1,1–0 0–0,98.4 26,96.5 24,.5549 24,46.5 29,39.1 7,16.2 12,8.1 52,33.3 20,21.4 12,22.8 36,7.8 1,50.0 20,39.0 8,26.3 33,26.1 19,33.3 36,35.9 23,64.1 43,+0.06 14,2021-12-19
814,1,Baylor,B12,1,1–0 0–0,125.4 2,90.3 6,.9776 1,65.8 1,40.4 6,15.6 12,24.1 5,37.0 3,28.2 21,33.3 11,28.1 17,72.2 1,37.8 4,37.5 14,33.3 14,40.0 16,21.1 2,70.3 13,+0.05 5,2021-12-20
815,5,Notre Dame,ACC,1,1–0 0–0,117.0 4,88.7 5,.9603 5,64.3 2,40.7 8,10.8 7,18.5 13,17.2 26,27.5 20,26.8 17,16.9 9,60.0 7,44.1 9,45.2 6,24.0 7,55.4 2,42.4 18,67.9 20,+0.03 11,2021-12-20
816,10,Purdue,B10,1,1–0 0–0,108.2 10,100.4 11,.7020 10,53.8 14,51.9 17,17.3 17,17.3 15,51.4 1,15.6 5,22.7 19,9.3 2,55.9 10,37.0 2,34.4 18,44.4 25,48.5 6,50.0 29,65.8 24,+0.01 15,2021-12-20
817,11,Miami FL,ACC,1,1–0 0–0,123.1 3,118.4 29,.6115 11,56.5 11,60.9 27,9.4 5,18.8 12,35.9 4,21.4 12,32.3 12,10.9 4,42.4 27,48.3 15,48.3 4,50.0 30,46.8 8,47.3 26,65.2 26,+0.03 10,2021-12-20
818,14,Georgia,SEC,1,1–0 0–0,106.4 12,112.5 22,.3443 14,51.5 17,50.0 13,12.2 9,8.1 29,30.8 8,23.4 16,36.9 10,14.9 7,51.3 14,67.9 31,34.6 17,26.1 9,40.0 16,62.2 32,72.5 7,+0.03 8,2021-12-20
819,4,Mississippi St.,SEC,1,1–0 0–0,125.5 4,94.6 33,.9627 4,63.2 7,50.0 50,13.8 14,19.9 37,33.3 28,20.7 19,43.4 14,40.8 75,62.5 7,58.6 78,42.9 14,25.0 22,39.6 47,40.8 54,64.1 76,+0.16 11,2021-12-21
820,5,North Carolina,ACC,1,1–0 0–0,102.8 43,77.9 3,.9607 5,52.4 40,34.4 4,22.1 77,16.2 68,37.8 14,23.3 27,14.5 83,10.9 7,47.8 58,47.1 34,43.8 13,13.3 3,25.8 87,46.9 81,70.7 28,+0.11 18,2021-12-21
821,8,Oregon St.,P12,1,1–0 0–0,110.5 19,86.9 13,.9408 8,57.1 16,42.3 19,21.8 74,23.1 14,30.0 42,34.1 71,44.6 13,16.9 21,61.9 10,48.6 42,28.6 60,23.3 18,25.0 88,46.2 79,70.8 27,+0.07 21,2021-12-21
822,9,Iowa,B10,1,1–0 0–0,105.0 35,83.1 9,.9366 9,55.1 24,43.3 25,14.0 16,19.1 49,31.7 36,9.8 2,36.8 28,28.3 46,60.0 14,36.8 4,33.3 44,36.4 59,48.5 14,36.7 38,75.0 9,+0.04 35,2021-12-21
823,10,TCU,B12,1,1–0 0–0,114.9 12,91.1 25,.9352 10,56.3 22,43.0 23,22.3 78,20.9 30,57.1 1,15.8 9,41.3 20,22.8 31,51.4 39,44.2 21,42.3 18,20.0 11,41.3 40,8.8 1,69.6 36,+0.02 42,2021-12-21
824,11,Connecticut,BE,1,1–0 1–0,118.9 10,94.9 34,.9301 11,55.4 23,52.8 60,17.2 35,18.6 52,20.7 77,20.0 14,32.1 37,31.5 57,61.1 12,53.8 64,30.0 55,33.3 49,35.7 63,27.8 14,65.9 60,+0.6 1,2021-12-21
825,14,Iowa St.,B12,1,1–0 0–0,96.1 58,78.2 4,.9154 14,53.6 34,29.6 1,22.6 79,29.7 3,41.4 7,32.6 64,35.7 33,42.6 81,55.3 28,38.2 8,33.3 44,10.0 2,32.1 73,37.0 39,71.7 21,+0.02 46,2021-12-21
826,18,Xavier,BE,1,0–1 0–1,104.7 36,87.2 14,.8919 18,46.2 60,54.5 67,19.7 57,10.6 91,15.6 89,12.9 5,25.0 61,30.9 56,51.7 37,61.8 86,26.1 69,28.6 35,44.2 28,38.2 43,71.4 24,-0.16 49,2021-12-21
827,19,Villanova,BE,1,1–0 1–0,105.1 34,87.8 15,.8877 19,54.5 29,46.2 36,10.6 6,19.7 39,12.9 92,15.6 8,30.9 41,25.0 36,61.8 11,51.7 59,28.6 60,26.1 28,38.2 53,44.2 69,64.8 68,+0.34 6,2021-12-21
828,20,Arkansas,SEC,1,1–0 0–0,110.1 20,92.3 27,.8830 20,54.2 32,42.4 21,19.4 53,16.4 66,34.5 24,20.5 16,72.9 1,15.3 16,53.8 32,39.4 11,36.4 35,30.8 45,45.8 19,44.1 68,68.1 46,+0.05 29,2021-12-21
829,24,Michigan St.,B10,1,1–0 0–0,136.9 1,118.5 90,.8409 24,63.4 6,52.6 58,15.3 22,15.3 73,50.0 2,36.4 77,11.9 86,40.4 74,66.7 1,50.0 46,39.3 27,37.0 63,41.8 35,47.4 82,64.8 68,+0.16 13,2021-12-21
830,25,Pittsburgh,ACC,1,1–0 0–0,106.5 29,92.4 28,.8376 25,46.2 60,43.6 28,9.8 4,19.6 41,29.4 45,28.9 50,45.3 12,23.6 32,42.3 81,33.3 2,33.3 44,42.1 77,50.9 8,34.5 31,67.0 53,+0.12 17,2021-12-21
831,26,Utah,P12,1,1–0 0–0,102.0 44,88.6 17,.8356 26,46.1 62,39.5 10,15.8 25,19.3 45,27.8 53,35.9 75,27.5 54,12.3 12,44.8 72,46.2 29,31.8 49,22.6 15,43.1 32,54.4 94,62.2 84,+0.30 7,2021-12-21
832,28,Georgia Tech,ACC,1,1–0 0–0,92.8 66,81.2 7,.8226 28,47.3 57,33.1 2,29.2 91,14.0 80,36.4 19,23.5 28,42.9 15,26.8 40,38.2 88,26.5 1,40.9 22,31.8 46,39.3 50,31.0 20,69.8 34,+0.14 14,2021-12-21
833,34,Alabama,SEC,1,0–1 0–0,116.5 11,106.6 62,.7341 34,53.7 33,63.8 92,16.5 32,16.5 64,41.0 8,14.8 7,11.9 86,8.6 2,58.1 21,55.9 72,33.3 44,50.0 89,53.7 4,41.4 58,69.2 38,-0.5 62,2021-12-21
834,39,Texas A&M,SEC,1,1–0 0–0,93.9 63,88.7 18,.6568 39,52.3 41,46.8 38,18.7 46,22.7 15,31.4 39,20.5 16,19.7 69,11.3 8,60.0 14,41.5 14,26.9 67,38.1 64,39.4 49,33.9 28,70.5 29,+0.02 44,2021-12-21
835,41,Marquette,BE,1,0–1 0–1,106.6 28,101.4 53,.6403 41,52.8 36,55.4 74,18.6 44,17.2 62,20.0 82,20.7 19,31.5 40,32.1 60,53.8 32,61.1 85,33.3 44,30.0 42,27.8 83,35.7 34,72.1 20,-0.6 66,2021-12-21
836,45,Kansas St.,B12,1,1–0 0–0,98.2 52,96.4 38,.5527 45,56.6 20,49.1 46,19.3 50,19.3 45,25.0 62,20.6 18,35.8 31,8.6 2,55.6 26,47.4 37,38.5 30,35.0 56,49.1 13,34.5 31,64.7 72,+0.03 38,2021-12-21
837,49,Oregon,P12,1,1–0 0–0,86.5 80,87.9 16,.4532 49,45.9 63,39.2 9,20.4 63,24.5 11,31.6 37,33.3 65,27.9 53,18.5 24,51.2 41,46.2 29,22.2 83,19.2 10,29.5 80,40.0 51,70.2 32,+0.05 31,2021-12-21
838,53,Mississippi,SEC,1,0–1 0–0,108.9 22,114.0 85,.3707 53,46.9 58,61.3 87,13.8 14,21.4 24,36.6 18,34.5 72,26.6 58,30.2 54,50.0 43,55.2 68,28.6 60,45.8 86,43.8 31,45.3 74,63.4 80,-0.9 89,2021-12-21
839,78,N.C. State,ACC,1,0–1 0–0,95.0 61,114.4 86,.1060 78,42.8 75,58.5 84,11.2 7,18.2 54,34.0 27,27.6 42,11.8 88,27.1 41,44.0 78,58.5 77,26.9 67,38.9 68,34.2 67,30.5 19,69.7 35,-0.9 91,2021-12-21
840,79,Washington,P12,1,0–1 0–0,82.9 89,99.8 47,.1055 79,35.2 92,50.9 53,17.7 37,29.5 4,26.8 57,48.3 93,48.1 9,35.8 65,44.2 75,48.4 41,0.0 96,36.4 59,20.4 91,41.5 59,69.1 39,-0.8 85,2021-12-21
841,2,Clemson,ACC,1,1–0 1–0,114.8 20,78.6 6,.9874 2,54.2 40,43.9 29,11.3 11,22.6 30,25.0 72,6.9 1,13.6 101,46.3 108,54.1 45,47.4 50,36.4 49,27.3 32,37.3 65,53.7 109,70.0 40,+0.6 2,2021-12-22
842,3,Kentucky,SEC,1,1–0 0–0,120.9 10,84.8 19,.9834 3,62.5 16,35.2 6,21.4 78,16.1 77,48.5 2,22.2 29,19.1 88,29.7 65,60.4 20,40.9 22,45.0 23,15.0 6,29.4 99,31.3 26,72.9 19,+0.15 20,2021-12-22
843,4,Texas Tech,B12,1,1–0 0–0,110.4 34,77.8 3,.9824 4,67.3 5,34.0 4,22.1 82,22.1 36,36.4 22,26.3 51,34.7 32,26.4 53,72.4 2,33.3 6,40.0 33,22.9 17,40.8 46,66.0 118,61.0 116,+0.06 34,2021-12-22
844,5,Tennessee,SEC,1,1–0 0–0,114.1 22,82.1 15,.9778 5,44.0 88,52.6 64,17.3 51,22.6 30,36.4 22,29.4 68,40.3 23,31.0 71,44.2 80,54.8 77,29.2 79,33.3 57,35.8 72,46.6 93,69.9 43,+0.6 1,2021-12-22
845,6,Illinois,B10,1,1–0 0–0,124.5 2,89.7 28,.9774 6,67.2 6,41.3 19,21.1 75,16.9 71,35.7 25,23.7 37,25.9 67,20.6 35,63.6 11,42.5 32,48.0 14,26.1 26,43.1 39,36.5 50,72.7 21,+0.19 18,2021-12-22
846,7,Auburn,SEC,1,1–0 0–0,108.2 44,78.2 5,.9768 7,48.4 68,40.2 17,18.7 62,18.7 55,36.8 20,20.9 24,18.8 90,37.5 93,48.7 64,31.6 3,32.0 65,38.9 78,39.1 53,32.1 30,70.5 32,+0.35 6,2021-12-22
847,8,LSU,SEC,1,1–0 0–0,110.7 32,81.2 12,.9725 8,61.3 19,48.0 46,18.0 58,28.2 9,36.8 20,11.8 8,13.3 102,29.4 63,52.8 51,52.4 66,54.5 3,30.0 43,29.3 101,58.8 115,75.5 8,+0.05 39,2021-12-22
848,10,Oklahoma,B12,1,1–0 0–0,106.7 53,79.5 9,.9671 10,70.0 1,33.3 3,30.8 114,24.6 18,31.6 40,35.6 93,22.2 78,21.7 39,75.0 1,32.6 5,42.9 27,23.5 18,46.7 25,28.3 12,64.7 95,+0.05 37,2021-12-22
849,11,Indiana,B10,1,1–0 0–0,121.7 9,91.0 34,.9660 11,62.7 15,44.1 32,19.6 68,15.1 85,34.8 28,23.1 33,27.3 65,20.3 34,67.5 7,42.3 29,33.3 54,30.3 46,27.3 110,55.9 111,69.7 44,+0.09 26,2021-12-22
850,14,Duke,ACC,1,1–0 1–0,123.2 6,93.6 41,.9591 14,58.3 23,46.7 42,17.2 49,15.6 81,29.6 47,33.3 83,29.6 55,14.8 20,61.5 18,50.0 57,33.3 54,26.3 27,27.8 109,31.1 24,67.8 61,+0.5 4,2021-12-22
851,16,Florida,SEC,1,1–0 0–0,114.9 19,88.5 24,.9529 16,60.0 22,56.5 89,23.0 90,24.4 21,48.4 3,16.7 11,33.3 37,11.1 11,64.9 9,65.7 111,34.8 51,26.3 27,38.3 59,35.2 43,68.6 54,+0.06 35,2021-12-22
852,17,Vanderbilt,SEC,1,1–0 0–0,104.5 59,81.0 11,.9495 17,48.2 70,52.1 62,19.4 67,31.4 3,31.3 42,25.0 42,28.1 60,18.8 28,57.1 30,56.5 84,22.7 103,32.0 53,38.6 57,52.1 106,69.1 47,+0.26 11,2021-12-22
853,25,Stanford,P12,1,1–0 0–0,108.8 40,90.6 32,.8920 25,42.7 94,45.9 37,12.3 20,10.8 111,35.9 24,27.0 55,32.3 43,21.3 38,47.5 68,57.9 90,22.7 103,17.4 10,35.5 75,37.7 56,66.2 78,+0.40 5,2021-12-22
854,26,West Virginia,B12,1,1–0 0–0,100.5 66,83.9 17,.8888 26,51.8 58,37.7 13,11.5 13,28.7 6,25.0 72,38.5 103,61.8 2,22.8 43,45.0 78,46.7 48,46.7 19,18.5 11,27.3 110,47.4 95,70.2 36,+0.05 36,2021-12-22
855,29,Virginia Tech,ACC,1,0–1 0–1,112.7 24,95.6 43,.8698 29,46.7 77,58.3 96,15.6 38,17.2 69,33.3 33,29.6 70,14.8 99,29.6 64,50.0 60,61.5 101,26.3 89,33.3 57,31.1 94,27.8 10,63.7 98,-0.14 62,2021-12-22
856,32,Arizona,P12,1,0–1 0–0,111.3 28,96.2 44,.8434 32,52.6 52,44.0 30,22.6 88,17.3 66,29.4 50,36.4 96,31.0 47,40.3 96,54.8 41,44.2 39,33.3 54,29.2 38,46.6 26,35.8 46,75.0 10,-0.14 63,2021-12-22
857,35,South Carolina,SEC,1,1–0 0–0,122.2 8,108.1 78,.8046 35,64.3 12,46.5 39,19.2 66,23.0 28,48.4 3,46.7 114,30.0 52,22.2 40,60.0 21,37.0 11,53.3 5,50.0 107,21.4 116,25.0 5,76.2 6,+0.03 47,2021-12-22
858,37,Washington St.,P12,1,0–1 0–0,91.4 97,81.8 13,.7813 37,36.4 110,40.0 16,23.1 92,23.1 26,34.1 31,32.4 82,25.4 69,42.0 100,31.4 117,41.2 24,29.2 79,25.0 21,40.7 47,32.0 29,67.7 62,-0.47 81,2021-12-22
859,40,Nebraska,B10,1,1–0 0–0,99.7 68,91.1 35,.7383 40,65.8 9,46.8 43,20.9 74,25.8 14,8.8 117,28.2 63,36.8 27,30.2 68,53.6 47,51.4 60,51.7 9,26.9 31,50.9 17,41.3 74,82.6 1,+0.06 33,2021-12-22
860,45,California,P12,1,1–0 0–0,104.8 57,97.8 48,.6887 45,56.8 29,43.0 26,14.1 29,20.4 50,28.1 57,20.6 21,11.9 104,7.0 4,48.6 65,45.9 44,45.8 22,25.0 21,40.7 47,35.1 41,62.8 102,+0.04 44,2021-12-22
861,61,Texas,B12,1,1–0 0–0,88.9 104,87.4 22,.5470 61,48.2 70,41.8 21,18.5 61,30.8 4,38.2 17,22.6 30,24.6 72,22.4 42,51.5 56,38.2 14,29.2 79,33.3 57,42.1 42,30.6 22,62.5 107,+0.02 51,2021-12-22
862,66,Notre Dame,ACC,1,1–0 0–0,116.3 17,118.1 107,.4555 66,63.6 13,53.4 72,20.5 70,20.5 47,32.1 38,31.3 75,25.5 68,29.3 62,42.3 88,46.3 47,55.2 2,47.1 102,52.7 11,29.3 17,66.3 76,+0.05 38,2021-12-22
863,70,Minnesota,B10,1,1–0 0–0,107.0 52,110.2 86,.4164 70,55.8 37,44.6 34,8.3 4,16.6 73,17.9 105,28.1 59,32.7 42,12.5 16,55.6 37,57.9 90,37.5 43,11.1 3,30.8 96,32.1 30,62.6 105,+0.02 53,2021-12-22
864,76,Georgia,SEC,1,0–1 0–0,110.3 36,117.7 106,.3200 76,60.3 20,63.3 105,18.3 59,11.3 107,28.1 57,23.1 33,31.0 47,28.1 58,58.3 26,53.8 73,41.2 31,52.0 111,58.6 5,39.1 63,72.9 19,-0.9 112,2021-12-22
865,88,Missouri,SEC,1,0–1 0–0,98.5 71,112.1 91,.1846 88,41.3 100,67.2 113,16.9 48,21.1 44,23.7 82,35.7 94,20.6 84,25.9 52,42.5 87,63.6 108,26.1 93,48.0 105,36.5 69,43.1 79,71.2 28,-0.36 74,2021-12-22
866,95,Virginia,ACC,1,0–1 0–1,85.9 108,99.8 53,.1507 95,43.9 90,54.2 78,22.6 88,11.3 107,6.9 118,25.0 42,46.3 11,13.6 18,47.4 69,54.1 74,27.3 85,36.4 70,53.7 10,37.3 52,62.6 105,-0.7 99,2021-12-22
867,5,Vanderbilt,SEC,1,1–0 0–0,100.5 7,90.5 5,.7704 5,45.9 9,48.3 6,14.1 4,26.8 2,23.1 8,37.1 11,29.5 10,25.9 2,45.7 5,42.1 4,30.8 9,40.0 10,42.6 6,34.5 3,70.1 8,+0.40 1,2021-12-23
868,8,Stanford,P12,1,1–0 0–0,105.9 5,100.5 8,.6440 8,70.5 1,50.0 8,30.6 12,13.3 10,24.0 6,8.3 1,61.4 3,50.0 9,54.2 3,43.3 5,60.0 1,38.5 9,45.5 4,46.4 10,77.5 2,+0.25 4,2021-12-23
869,1,Syracuse,ACC,1,1–0 0–0,121.5 1,94.6 1,.9468 1,68.0 1,41.0 1,16.6 1,19.4 1,32.3 1,30.4 1,32.8 1,14.9 1,55.0 1,38.9 1,61.9 1,29.0 1,34.4 2,46.3 2,71.7 1,+0.06 1,2021-12-27
870,1,Texas,B12,1,1–0 0–0,102.1 9,65.1 1,.9944 1,56.2 4,30.6 1,12.8 4,28.8 3,40.6 3,21.6 7,9.2 16,14.3 4,66.7 1,32.1 1,26.9 12,19.0 1,40.0 10,42.9 13,64.6 16,+0.01 9,2021-12-28
871,4,Baylor,B12,1,1–0 0–0,114.3 4,91.0 5,.9321 4,58.3 3,47.7 9,11.2 2,21.1 7,35.7 6,15.0 3,25.6 9,7.6 2,60.5 4,36.6 3,37.1 4,44.0 16,44.9 4,37.9 8,75.8 5,+0.02 8,2021-12-28
872,6,Texas Tech,B12,1,1–0 0–0,93.0 14,81.2 2,.8265 6,58.8 2,43.1 5,24.9 14,31.9 1,27.6 9,23.7 9,21.1 12,27.5 11,66.7 1,41.7 6,33.3 7,29.6 10,47.4 3,52.9 18,69.5 10,+0.02 7,2021-12-28
873,7,Pittsburgh,ACC,1,0–1 0–1,112.2 5,98.9 11,.8099 7,50.0 9,52.0 11,9.6 1,17.5 12,16.1 15,22.2 8,43.1 4,34.0 13,48.6 11,39.3 5,35.7 5,45.5 17,27.5 17,44.0 14,64.4 17,-0.6 17,2021-12-28
874,8,Maryland,B10,1,1–0 0–0,96.5 11,88.4 4,.7338 8,46.5 13,36.4 2,21.5 13,17.2 13,42.9 2,17.9 5,45.6 2,22.0 8,50.0 10,37.8 4,26.3 13,22.7 4,33.3 13,37.3 7,68.6 12,+0.03 4,2021-12-28
875,11,Notre Dame,ACC,1,1–0 1–0,110.4 6,109.7 17,.5172 11,52.0 8,50.0 10,17.5 7,9.6 18,22.2 11,16.1 4,34.0 6,43.1 15,39.3 14,48.6 8,45.5 2,35.7 14,44.0 5,27.5 2,65.9 14,+0.23 2,2021-12-28
876,2,Auburn,SEC,1,1–0 1–0,105.3 31,71.5 2,.9885 2,50.0 29,33.3 2,28.0 60,22.7 15,33.3 19,31.9 41,49.1 5,31.7 34,53.3 22,35.3 2,30.4 38,20.7 10,43.4 21,46.0 48,73.3 14,+0.45 4,2021-12-29
877,3,Kansas,B12,1,1–0 0–0,111.0 20,79.8 5,.9782 3,59.2 8,44.6 17,18.2 36,27.2 6,26.5 40,21.1 11,24.6 43,28.6 27,59.6 8,44.8 24,38.9 20,29.6 20,27.7 56,48.2 53,73.6 11,+0.15 16,2021-12-29
878,4,Kentucky,SEC,1,1–0 1–0,105.3 32,78.9 4,.9650 4,46.9 42,36.6 6,14.5 19,18.4 28,33.3 19,20.0 8,40.0 17,14.9 8,47.9 32,40.5 10,29.4 46,20.0 9,26.2 58,37.3 28,77.7 4,+0.12 18,2021-12-29
879,5,Mississippi St.,SEC,1,1–0 1–0,125.4 7,94.2 20,.9643 5,50.0 29,49.2 31,17.0 32,24.1 10,42.9 4,31.4 39,47.5 7,23.7 21,52.4 25,53.1 42,29.4 46,29.6 20,28.8 53,45.8 46,67.0 46,+0.48 3,2021-12-29
880,8,Alabama,SEC,1,1–0 1–0,111.9 18,88.2 13,.9392 8,49.2 32,40.5 10,20.3 43,14.9 45,30.6 30,23.8 17,35.0 22,31.7 34,65.5 6,44.1 23,22.6 53,24.1 14,51.7 11,46.0 48,73.5 12,+0.7 1,2021-12-29
881,10,Providence,BE,1,1–0 1–0,109.9 22,89.4 16,.9147 10,45.2 45,42.4 12,14.3 18,10.0 59,26.3 42,23.3 14,29.0 34,21.2 18,42.2 50,46.8 28,35.3 29,21.1 11,27.4 57,28.8 11,69.6 32,+0.31 10,2021-12-29
882,13,Butler,BE,1,1–0 1–0,96.4 44,81.2 7,.8778 13,51.9 23,45.9 21,20.5 44,30.7 2,25.0 44,30.0 31,26.4 39,42.9 50,51.5 28,46.2 27,35.0 31,30.4 26,37.7 34,46.9 50,66.7 48,+0.19 13,2021-12-29
883,14,Tennessee,SEC,1,0–1 0–1,99.9 37,84.6 10,.8703 14,40.5 55,49.2 31,14.9 20,20.3 22,23.8 47,30.6 35,31.7 29,35.0 43,44.1 42,65.5 59,24.1 51,22.6 12,46.0 16,51.7 54,68.9 36,-0.30 38,2021-12-29
884,15,Syracuse,ACC,1,1–0 0–0,109.5 23,93.1 18,.8663 15,61.4 7,46.9 22,22.2 49,30.6 3,32.1 23,41.9 60,26.3 41,12.3 4,70.3 2,42.1 14,30.0 40,32.6 30,35.1 43,70.8 64,67.1 44,+0.09 20,2021-12-29
885,16,Iowa,B10,1,1–0 0–0,120.1 11,102.1 32,.8656 16,58.7 11,45.1 19,16.5 30,12.4 53,36.7 10,28.6 28,31.7 29,8.3 2,58.3 11,59.5 55,40.0 16,16.7 5,23.8 62,41.7 38,69.2 35,+0.05 27,2021-12-29
886,18,Louisville,ACC,1,1–0 1–0,112.2 16,97.2 26,.8388 18,50.0 29,43.7 13,16.2 28,10.3 57,23.5 49,23.8 17,70.8 1,28.6 27,34.6 64,47.2 29,45.5 11,25.9 15,45.8 18,42.9 40,64.7 55,+0.40 5,2021-12-29
887,20,N.C. State,ACC,1,0–1 0–1,127.6 6,111.7 54,.8212 20,47.2 41,64.3 63,9.9 5,12.7 51,40.9 6,20.7 10,26.4 39,46.4 55,48.9 30,56.8 48,29.6 42,52.6 63,37.5 35,33.9 19,70.1 29,-0.33 42,2021-12-29
888,21,Purdue,B10,1,1–0 0–0,142.7 1,125.4 62,.8148 21,68.9 1,58.9 56,11.0 9,13.7 49,33.3 19,34.1 47,44.3 12,12.3 4,65.6 5,50.0 36,48.3 6,45.7 55,47.5 14,47.9 52,70.3 28,+0.07 22,2021-12-29
889,25,Seton Hall,BE,1,0–1 0–1,98.7 39,92.1 17,.6874 25,42.4 53,45.2 20,10.0 6,14.3 47,23.3 51,26.3 23,21.2 47,29.0 31,46.8 37,42.2 15,21.1 54,35.3 35,28.8 53,27.4 8,72.0 17,-0.31 40,2021-12-29
890,26,Wisconsin,B10,1,1–0 0–0,124.5 8,116.8 58,.6760 26,48.5 38,57.5 52,8.5 2,12.8 50,39.5 7,26.5 24,48.5 6,36.7 46,43.5 44,55.3 46,40.0 16,40.9 50,30.3 51,36.7 26,69.3 34,+0.08 21,2021-12-29
891,29,Miami FL,ACC,1,1–0 1–0,121.5 9,114.4 57,.6670 29,64.3 2,47.2 24,12.7 14,9.9 60,20.7 55,40.9 59,46.4 10,26.4 25,56.8 16,48.9 35,52.6 1,29.6 20,33.9 45,37.5 30,70.7 26,+0.16 15,2021-12-29
892,30,Wake Forest,ACC,1,0–1 0–1,109.4 24,103.4 34,.6582 30,43.7 52,50.0 34,10.3 8,16.2 37,23.8 47,23.5 15,28.6 37,70.8 64,47.2 35,34.6 1,25.9 50,45.5 53,42.9 23,45.8 46,67.7 43,-0.6 50,2021-12-29
893,33,Michigan St.,B10,1,1–0 0–0,117.5 13,112.3 55,.6265 33,57.6 12,55.6 48,12.2 11,15.3 42,31.3 27,9.7 2,28.8 35,18.5 12,45.7 39,42.9 16,50.0 3,52.6 63,40.7 30,35.2 23,66.2 50,+0.06 24,2021-12-29
894,35,Texas A&M,SEC,1,1–0 0–0,103.5 34,99.8 30,.6020 35,56.3 14,54.2 45,8.7 3,33.4 1,37.8 9,21.4 12,39.1 18,20.8 16,54.5 21,38.1 5,40.0 16,44.4 51,31.3 50,56.3 59,64.1 59,+0.03 28,2021-12-29
895,37,Arkansas,SEC,1,0–1 0–1,107.1 28,105.7 40,.5389 37,49.2 32,50.0 34,24.1 55,17.0 33,31.4 26,42.9 61,23.7 44,47.5 58,53.1 23,52.4 40,29.6 42,29.4 18,45.8 18,28.8 11,72.3 15,-0.40 45,2021-12-29
896,40,LSU,SEC,1,0–1 0–1,84.5 57,84.5 9,.4972 40,33.3 63,50.0 34,22.7 50,28.0 5,31.9 24,33.3 43,31.7 29,49.1 60,35.3 63,53.3 43,20.7 55,30.4 26,46.0 16,43.4 44,71.9 18,-0.18 37,2021-12-29
897,46,Missouri,SEC,1,0–1 0–1,84.4 58,88.9 14,.3562 46,36.6 59,46.9 22,18.4 37,14.5 46,20.0 57,33.3 43,14.9 57,40.0 48,40.5 55,47.9 33,20.0 56,29.4 18,37.3 36,26.2 7,75.3 6,-0.17 34,2021-12-29
898,48,DePaul,BE,1,0–1 0–1,88.5 55,94.1 19,.3318 48,45.9 44,51.9 41,30.7 63,20.5 21,30.0 32,25.0 20,42.9 14,26.4 25,46.2 38,51.5 37,30.4 38,35.0 34,46.9 15,37.7 31,71.9 18,-0.6 49,2021-12-29
899,61,Georgia,SEC,1,0–1 0–0,91.5 52,120.6 60,.0402 61,39.8 56,55.1 47,19.0 38,19.0 26,33.3 19,30.0 31,33.9 25,20.3 14,47.5 33,59.5 55,15.8 61,31.8 28,32.2 49,37.3 28,68.3 40,-0.9 56,2021-12-29
900,10,Oregon St.,P12,1,1–0 1–0,119.3 12,102.5 26,.8520 10,60.7 12,53.4 39,11.0 7,27.6 2,25.0 45,35.1 55,34.4 22,32.8 43,57.1 17,41.9 10,50.0 4,44.4 58,19.7 66,46.6 60,73.3 9,+0.16 9,2021-12-30
901,18,Maryland,B10,1,1–0 0–0,105.4 31,101.8 25,.6000 18,51.8 34,43.3 13,15.2 25,13.9 50,25.0 45,22.0 14,47.4 6,36.7 52,56.8 19,52.6 33,23.1 54,18.2 5,22.8 64,36.7 32,71.7 17,+0.06 20,2021-12-30
902,21,Michigan,B10,1,0–1 0–0,119.9 10,116.6 48,.5781 21,48.4 43,62.5 61,13.7 18,9.1 67,32.5 21,17.2 7,20.6 52,35.7 50,38.9 64,47.2 24,40.7 20,60.0 67,42.9 19,35.7 25,65.5 54,-0.5 41,2021-12-30
